species,tissue_class,cell_type,cell_name,geneSymbol,PMID
Mm Hs,Immune system,,B cells,SLAMF6,
Mm Hs,Immune system,,B cells,FAM129C,
Mm Hs,Immune system,,B cells,BST1,
Mm Hs,Immune system,,B cells,MSH5,
Mm Hs,Immune system,,B cells,DOK3,
Mm Hs,Immune system,,B cells,BACH2,
Mm,Immune system,,B cells,FCER2A,
Mm Hs,Immune system,,B cells,PXK,
Mm Hs,Immune system,,B cells,IGHG1,
Mm Hs,Immune system,,B cells,IGHG3,
Hs,Immune system,,B cells,IGHG4,
Mm,Immune system,,B cells,IGHA,
Mm Hs,Immune system,,B cells,CD38,
Mm Hs,Immune system,,B cells,PTPRC,
Mm Hs,Immune system,,B cells,EBF1,
Mm Hs,Immune system,,B cells,BCL11A,
Mm Hs,Immune system,,B cells,CCR7,
Mm Hs,Immune system,,B cells,CD55,
Mm Hs,Immune system,,B cells,CD74,
Mm Hs,Immune system,,B cells,CD52,
Mm Hs,Immune system,,B cells,TLR9,
Mm Hs,Immune system,,B cells,SWAP70,
Mm Hs,Immune system,,B cells,HMGA1,
Mm Hs,Immune system,,B cells memory,CD38,
Mm Hs,Immune system,,B cells memory,CD80,
Mm Hs,Immune system,,B cells memory,CD84,
Mm Hs,Immune system,,B cells memory,CD86,
Mm Hs,Immune system,,B cells memory,NT5E,
Mm Hs,Immune system,,B cells memory,PAX5,
Mm Hs,Immune system,,B cells memory,PTPRC,
Mm Hs,Immune system,,B cells memory,SPIB,
Mm Hs,Immune system,,B cells memory,ADAM28,
Mm Hs,Immune system,,B cells memory,AIM2,
Mm Hs,Immune system,,B cells memory,ALOX5,
Mm Hs,Immune system,,B cells memory,BACH2,
Mm Hs,Immune system,,B cells memory,BANK1,
Mm Hs,Immune system,,B cells memory,BLK,
Mm Hs,Immune system,,B cells memory,CCR6,
Mm Hs,Immune system,,B cells memory,CD180,
Mm Hs,Immune system,,B cells memory,CD19,
Hs,Immune system,,B cells memory,CD1C,
Mm Hs,Immune system,,B cells memory,CD22,
Mm Hs,Immune system,,B cells memory,CD27,
Mm Hs,Immune system,,B cells memory,CD37,
Mm Hs,Immune system,,B cells memory,CD69,
Mm Hs,Immune system,,B cells memory,CD72,
Mm Hs,Immune system,,B cells memory,CD79A,
Mm Hs,Immune system,,B cells memory,CD79B,
Hs,Immune system,,B cells memory,CLCA3P,
Mm Hs,Immune system,,B cells memory,CR2,
Mm Hs,Immune system,,B cells memory,CXCR5,
Mm Hs,Immune system,,B cells memory,DENND5B,
Mm Hs,Immune system,,B cells memory,FCGR2B,
Hs,Immune system,,B cells memory,FCRL2,
Mm Hs,Immune system,,B cells memory,FRK,
Mm Hs,Immune system,,B cells memory,GNG7,
Hs,Immune system,,B cells memory,GPR18,
Hs,Immune system,,B cells memory,GUSBP11,
Mm Hs,Immune system,,B cells memory,HHEX,
Hs,Immune system,,B cells memory,HLA-DOB,
Hs,Immune system,,B cells memory,IFNA10,
Mm Hs,Immune system,,B cells memory,IGHD,
Mm Hs,Immune system,,B cells memory,IGHM,
Mm Hs,Immune system,,B cells memory,IGKC,
Hs,Immune system,,B cells memory,IGLL3P,
Mm Hs,Immune system,,B cells memory,IL7,
Mm Hs,Immune system,,B cells memory,IRF8,
Mm Hs,Immune system,,B cells memory,LTB,
Mm Hs,Immune system,,B cells memory,LY86,
Mm Hs,Immune system,,B cells memory,MBL2,
Mm Hs,Immune system,,B cells memory,MS4A1,
Mm Hs,Immune system,,B cells memory,NMBR,
Hs,Immune system,,B cells memory,NPIPB15,
Mm Hs,Immune system,,B cells memory,P2RX5,
Mm Hs,Immune system,,B cells memory,PNOC,
Mm Hs,Immune system,,B cells memory,PTPRCAP,
Mm Hs,Immune system,,B cells memory,RALGPS2,
Mm Hs,Immune system,,B cells memory,RASGRP2,
Mm Hs,Immune system,,B cells memory,SIK1,
Mm Hs,Immune system,,B cells memory,SIT1,
Mm Hs,Immune system,,B cells memory,SLC12A1,
Mm Hs,Immune system,,B cells memory,SP140,
Mm Hs,Immune system,,B cells memory,STAP1,
Mm Hs,Immune system,,B cells memory,TMEM156,
Mm Hs,Immune system,,B cells memory,TNFRSF13B,
Mm Hs,Immune system,,B cells memory,TNFRSF17,
Mm Hs,Immune system,,B cells memory,TRAF4,
Mm Hs,Immune system,,B cells memory,VPREB3,
Mm Hs,Immune system,,B cells memory,ZBTB32,
Mm Hs,Immune system,,B cells naive,CD19,
Mm Hs,Immune system,,B cells naive,CD2,
Mm Hs,Immune system,,B cells naive,CD72,
Mm Hs,Immune system,,B cells naive,IL2RA,
Mm Hs,Immune system,,B cells naive,MME,
Mm Hs,Immune system,,B cells naive,ABCB4,
Mm Hs,Immune system,,B cells naive,ADAM28,
Mm Hs,Immune system,,B cells naive,BACH2,
Mm Hs,Immune system,,B cells naive,BANK1,
Mm Hs,Immune system,,B cells naive,BCL7A,
Mm Hs,Immune system,,B cells naive,BEND5,
Mm Hs,Immune system,,B cells naive,BLK,
Mm Hs,Immune system,,B cells naive,BRAF,
Mm Hs,Immune system,,B cells naive,CD180,
Hs,Immune system,,B cells naive,CD1C,
Mm Hs,Immune system,,B cells naive,CD22,
Mm Hs,Immune system,,B cells naive,CD37,
Mm Hs,Immune system,,B cells naive,CD69,
Mm Hs,Immune system,,B cells naive,CD79A,
Mm Hs,Immune system,,B cells naive,CD79B,
Mm Hs,Immune system,,B cells naive,CR2,
Mm Hs,Immune system,,B cells naive,CXCR5,
Mm Hs,Immune system,,B cells naive,EAF2,
Hs,Immune system,,B cells naive,FCER2,
Mm Hs,Immune system,,B cells naive,FCGR2B,
Hs,Immune system,,B cells naive,FCRL2,
Mm Hs,Immune system,,B cells naive,FRK,
Hs,Immune system,,B cells naive,GPR18,
Hs,Immune system,,B cells naive,GUSBP11,
Mm Hs,Immune system,,B cells naive,HHEX,
Hs,Immune system,,B cells naive,HLA-DOB,
Mm Hs,Immune system,,B cells naive,IGHD,
Mm Hs,Immune system,,B cells naive,IGHM,
Mm Hs,Immune system,,B cells naive,IGKC,
Hs,Immune system,,B cells naive,IGLL3P,
Hs,Immune system,,B cells naive,IL4R,
Mm Hs,Immune system,,B cells naive,IRF8,
Mm Hs,Immune system,,B cells naive,LTB,
Mm Hs,Immune system,,B cells naive,LY86,
Mm Hs,Immune system,,B cells naive,MEP1A,
Mm Hs,Immune system,,B cells naive,MICAL3,
Mm Hs,Immune system,,B cells naive,MS4A1,
Mm Hs,Immune system,,B cells naive,NMBR,
Mm Hs,Immune system,,B cells naive,P2RX5,
Mm Hs,Immune system,,B cells naive,P2RY14,
Mm Hs,Immune system,,B cells naive,PNOC,
Hs,Immune system,,B cells naive,PSG2,
Mm Hs,Immune system,,B cells naive,PTPRCAP,
Mm Hs,Immune system,,B cells naive,RALGPS2,
Mm Hs,Immune system,,B cells naive,RASGRP2,
Mm Hs,Immune system,,B cells naive,SELL,
Mm Hs,Immune system,,B cells naive,SIK1,
Mm Hs,Immune system,,B cells naive,SLC12A1,
Mm Hs,Immune system,,B cells naive,SPIB,
Mm Hs,Immune system,,B cells naive,STAP1,
Hs,Immune system,,B cells naive,TCL1A,
Mm Hs,Immune system,,B cells naive,UGT1A8,
Mm Hs,Immune system,,B cells naive,VPREB3,
Hs,Immune system,,B cells naive,ZNF286A,
Mm Hs,Immune system,,B cells naive,TNFSF8,
Mm Hs,Immune system,,B cells naive,FOXP1,
Mm Hs,Immune system,,B cells naive,MITF,
Mm Hs,Immune system,,B cells naive,CD52,
Hs,Immune system,,B cells naive,HLA-DQB1,
Mm Hs,Immune system,,B cells naive,TNFRSF13C,
Hs,Immune system,,B cells naive,LINC00926,
Mm Hs,Immune system,,B cells naive,STAG3,
Mm Hs,Immune system,,B cells naive,BIRC3,
Mm Hs,Immune system,,B cells naive,CD74,
Mm Hs,Epithelium,,Basal cells,KRT5,
Mm Hs,Epithelium,,Basal cells,KRT17,
Mm Hs,Epithelium,,Basal cells,BCL2,
Mm Hs,Epithelium,,Basal cells,KRT14,
Hs,Epithelium,,Basal cells,TP63,
Mm Hs,Epithelium,,Basal cells,CDH3,
Mm Hs,Epithelium,,Basal cells,KRT6B,
Mm Hs,Epithelium,,Basal cells,METTL5,
Mm Hs,Epithelium,,Basal cells,ANXA11,
Mm Hs,Epithelium,,Basal cells,TMEM14A,
Mm Hs,Epithelium,,Basal cells,BNIP3,
Mm Hs,Epithelium,,Basal cells,TYMP,
Mm Hs,Epithelium,,Basal cells,DPP7,
Mm Hs,Epithelium,,Basal cells,OPTN,
Mm Hs,Epithelium,,Basal cells,PLAU,
Mm Hs,Epithelium,,Basal cells,CAPN1,
Mm Hs,Epithelium,,Basal cells,BACE2,
Mm Hs,Epithelium,,Basal cells,CTNNB1,
Mm Hs,Epithelium,,Basal cells,ILK,
Mm Hs,Epithelium,,Basal cells,PKP3,
Mm Hs,Epithelium,,Basal cells,ITGA3,
Hs,Epithelium,,Basal cells,MT1L,
Mm Hs,Epithelium,,Basal cells,SRSF4,
Mm Hs,Epithelium,,Basal cells,RAB38,
Mm Hs,Epithelium,,Basal cells,ALKBH7,
Mm Hs,Epithelium,,Basal cells,DNPH1,
Mm Hs,Epithelium,,Basal cells,KRT23,
Mm Hs,Epithelium,,Basal cells,SLC16A3,
Mm Hs,Epithelium,,Basal cells,GYPC,
Mm Hs,Epithelium,,Basal cells,DUSP23,
Mm Hs,Epithelium,,Basal cells,RARRES1,
Mm Hs,Epithelium,,Basal cells,ITGA2,
Mm Hs,Epithelium,,Basal cells,SLC25A37,
Hs,Epithelium,,Basal cells,GAPDHP1,
Mm Hs,Epithelium,,Basal cells,ITGB6,
Mm Hs,Epithelium,,Basal cells,ITGB4,
Mm Hs,Epithelium,,Basal cells,SPHK1,
Mm Hs,Epithelium,,Basal cells,ACTG2,
Mm Hs,Epithelium,,Basal cells,IRF6,
Mm Hs,Epithelium,,Basal cells,RAB13,
Mm Hs,Epithelium,,Basal cells,LAMB3,
Mm Hs,Epithelium,,Basal cells,ACADVL,
Mm Hs,Epithelium,,Basal cells,MMP7,
Mm Hs,Epithelium,,Basal cells,HEBP2,
Mm Hs,Epithelium,,Basal cells,FBXO32,
Hs,Epithelium,,Basal cells,MT1E,
Hs,Epithelium,,Basal cells,MT2P1,
Mm Hs,Epithelium,,Basal cells,SERINC2,
Mm Hs,Epithelium,,Basal cells,NNMT,
Mm Hs,Epithelium,,Basal cells,KRT15,
Mm Hs,Epithelium,,Basal cells,PLP2,
Hs,Epithelium,,Basal cells,MT1X,
Mm Hs,Epithelium,,Basal cells,S100A14,
Mm Hs,Epithelium,,Basal cells,LAMC2,
Mm Hs,Epithelium,,Basal cells,BMP7,
Mm Hs,Epithelium,,Basal cells,MYLK,
Mm Hs,Immune system,,Basophils,CD69,
Mm Hs,Immune system,,Basophils,IL3RA,
Mm Hs,Immune system,,Basophils,CCR3,
Mm Hs,Immune system,,Basophils,ENPP3,
Mm Hs,Immune system,,Basophils,FCER1A,
Mm Hs,Immune system,,Basophils,TLR4,
Mm Hs,Immune system,,Basophils,LTC4S,
Mm Hs,Immune system,,Basophils,CPA3,
Mm Hs,Immune system,,Basophils,ITGAL,
Mm Hs,Immune system,,Basophils,ITGAM,
Mm Hs,Immune system,,Basophils,ITGAX,
Hs,Immune system,,Basophils,IL4R,
Mm Hs,Immune system,,Basophils,ITGB7,
Mm Hs,Immune system,,Basophils,IL4,
Mm,Immune system,,Basophils,MCPT8,
Mm,Immune system,,Basophils,PRSS34,
Mm Hs,Immune system,,Basophils,MS4A2,
Mm Hs,Immune system,,Basophils,MS4A3,
Mm Hs,Immune system,,Basophils,HDC,
Mm Hs,Immune system,,Basophils,GATA2,
Mm Hs,Immune system,,Basophils,CCL3,
Mm Hs,Immune system,,Basophils,CD33,
Mm Hs,Immune system,,Basophils,CD44,
Mm Hs,Immune system,,Basophils,CDH1,
Mm Hs,Immune system,,Basophils,HTR1B,
Mm Hs,Immune system,,Basophils,IGFBP7,
Mm,Immune system,,Basophils,MRGPRA6,
Mm Hs,Immune system,,Basophils,DNASE2B,
Mm Hs,Immune system,,Basophils,FADS2,
Mm Hs,Immune system,,Basophils,GPC4,
Mm Hs,Immune system,,Basophils,GRM6,
Mm Hs,Immune system,,Basophils,ACSS2,
Mm Hs,Immune system,,Basophils,ADORA2B,
Mm,Immune system,,Basophils,ALOX8,
Mm Hs,Immune system,,Basophils,AQP9,
Mm Hs,Immune system,,Basophils,BACE1,
Mm Hs,Immune system,,Basophils,BMP4,
Mm Hs,Immune system,,Basophils,CABLES1,
Mm Hs,Immune system,,Basophils,CCL4,
Mm,Immune system,,Basophils,CCL9,
Mm Hs,Immune system,,Basophils,CEBPA,
Mm,Immune system,,Basophils,DEFB40,
Mm Hs,Immune system,,Basophils,E2F8,
Mm Hs,Immune system,,Basophils,FADS1,
Mm Hs,Immune system,,Basophils,FAR2,
Mm Hs,Immune system,,Basophils,FBXO9,
Mm Hs,Immune system,,Basophils,GABBR1,
4,Immune system,,Basophils,GM9895,
Mm Hs,Immune system,,Basophils,GPR183,
None,Immune system,,Basophils,GPR97,
Mm Hs,Immune system,,Basophils,HGF,
Mm Hs,Immune system,,Basophils,HIST1H1D,
Mm Hs,Immune system,,Basophils,HIST1H2AC,
Mm Hs,Immune system,,Basophils,IFITM1,
Mm Hs,Immune system,,Basophils,INF2,
Mm Hs,Immune system,,Basophils,JAZF1,
Mm Hs,Immune system,,Basophils,L1CAM,
Mm Hs,Immune system,,Basophils,LAMA5,
Mm Hs,Immune system,,Basophils,MBOAT1,
Mm Hs,Immune system,,Basophils,NFIL3,
Mm Hs,Immune system,,Basophils,NPL,
Mm,Immune system,,Basophils,NT5C3,
Mm Hs,Immune system,,Basophils,OSBPL5,
Mm Hs,Immune system,,Basophils,OTUB2,
Mm Hs,Immune system,,Basophils,P2RY1,
Mm Hs,Immune system,,Basophils,PDK3,
Mm Hs,Immune system,,Basophils,PDZD4,
Mm Hs,Immune system,,Basophils,PERP,
Hs,Immune system,,Basophils,PIGY,
Mm Hs,Immune system,,Basophils,PLEKHG5,
Mm Hs,Immune system,,Basophils,PLG,
Mm Hs,Immune system,,Basophils,RNF39,
Mm Hs,Immune system,,Basophils,SLC26A3,
Mm Hs,Immune system,,Basophils,SLC26A8,
Mm Hs,Immune system,,Basophils,SNCAIP,
Mm Hs,Immune system,,Basophils,ST6GALNAC5,
Hs,Immune system,,Basophils,SUPT3H,
Mm Hs,Immune system,,Basophils,TULP3,
Mm Hs,Immune system,,Basophils,TEC,
Mm Hs,Immune system,,Basophils,UNC93A,
Mm Hs,Immune system,,Basophils,WRN,
Mm Hs,Immune system,,Basophils,ID1,
Mm Hs,Brain,,Bergmann glia,GFAP,
Mm Hs,Brain,,Bergmann glia,GDF10,
Mm Hs,Brain,,Bergmann glia,GJB6,
Mm Hs,Brain,,Bergmann glia,GRIA4,
Mm Hs,Brain,,Bergmann glia,GRM3,
Mm Hs,Brain,,Bergmann glia,NTSR2,
Mm Hs,Brain,,Bergmann glia,ITIH3,
Mm Hs,Brain,,Bergmann glia,A2M,
Mm Hs,Brain,,Bergmann glia,PTCH1,
Mm Hs,Brain,,Bergmann glia,CDC42EP4,
Mm Hs,Brain,,Bergmann glia,BTBD17,
Mm Hs,Brain,,Bergmann glia,AQP4,
Mm Hs,Brain,,Bergmann glia,SLC4A4,
Mm Hs,Brain,,Bergmann glia,HOPX,
Mm Hs,Brain,,Bergmann glia,GPR37L1,
Mm Hs,Brain,,Bergmann glia,ACSBG1,
Mm Hs,Brain,,Bergmann glia,ALDH1L1,
Mm Hs,Brain,,Bergmann glia,SLC1A3,
Mm Hs,Brain,,Bergmann glia,SLC1A2,
Mm Hs,Brain,,Bergmann glia,S100B,
Mm Hs,Brain,,Bergmann glia,VIM,
Mm Hs,Brain,,Bergmann glia,FABP7,
Mm Hs,Brain,,Bergmann glia,TTC21B,
Mm Hs,Brain,,Bergmann glia,HEPACAM,
Mm Hs,Brain,,Bergmann glia,ZEB2,
Mm Hs,Brain,,Bergmann glia,UFL1,
Mm Hs,Brain,,Bergmann glia,NRXN3,
Mm Hs,Brain,,Bergmann glia,ATP7A,
Mm Hs,Brain,,Bergmann glia,BICD2,
Mm Hs,Brain,,Bergmann glia,GJA1,
Mm Hs,Brain,,Bergmann glia,METRN,
Mm Hs,Brain,,Bergmann glia,P2RX7,
Mm Hs,Brain,,Bergmann glia,EGFR,
Mm Hs,Brain,,Bergmann glia,GRIA1,
Mm Hs,Brain,,Bergmann glia,P2RY1,
Mm Hs,Brain,,Bergmann glia,GRIN2B,
Mm Hs,Brain,,Bergmann glia,GRIN3A,
Mm Hs,Brain,,Bergmann glia,4-Sep,
Mm Hs,Brain,,Bergmann glia,DAO,
Mm Hs,Brain,,Bergmann glia,ITGB1,
Mm Hs,Brain,,Bergmann glia,KIF1BP,
Mm Hs,Pancreas,,Beta cells,GCGR,
Mm Hs,Pancreas,,Beta cells,JPH3,
Mm Hs,Pancreas,,Beta cells,CD40,
Mm Hs,Pancreas,,Beta cells,HAMP,
Mm Hs,Pancreas,,Beta cells,EZH1,
Mm Hs,Pancreas,,Beta cells,NTRK1,
Mm Hs,Pancreas,,Beta cells,PDX1,
Mm Hs,Pancreas,,Beta cells,SLC2A2,
Mm Hs,Pancreas,,Beta cells,NKX6-2,
Mm,Pancreas,,Beta cells,INS1,
Mm,Pancreas,,Beta cells,INS2,
Mm Hs,Pancreas,,Beta cells,FXYD2,
Mm Hs,Pancreas,,Beta cells,NPY,
Hs,Pancreas,,Beta cells,INS,
Mm Hs,Pancreas,,Beta cells,RIMS1,
Mm Hs,Pancreas,,Beta cells,MAFA,
Mm Hs,Pancreas,,Beta cells,EFNA5,
Mm Hs,Pancreas,,Beta cells,LMX1A,
Mm Hs,Pancreas,,Beta cells,NKX2-2,
Mm Hs,Pancreas,,Beta cells,NKX6-1,
Mm Hs,Pancreas,,Beta cells,PAX4,
Mm Hs,Pancreas,,Beta cells,IAPP,
Mm Hs,Pancreas,,Beta cells,PCSK2,
Mm Hs,Pancreas,,Beta cells,G6PC2,
Mm Hs,Pancreas,,Beta cells,SLC30A8,
Mm,Pancreas,,Beta cells,ERO1LB,
Mm Hs,Pancreas,,Beta cells,PCSK1,
Mm Hs,Pancreas,,Beta cells,GJD2,
Mm Hs,Pancreas,,Beta cells,SCGN,
Mm Hs,Pancreas,,Beta cells,IGF2,
Mm Hs,Pancreas,,Beta cells,SYT13,
Mm Hs,Pancreas,,Beta cells,FFAR2,
Mm Hs,Pancreas,,Beta cells,NPTX2,
Mm Hs,Pancreas,,Beta cells,PFKFB2,
Mm Hs,Pancreas,,Beta cells,EDARADD,
Mm Hs,Pancreas,,Beta cells,HOPX,
Mm Hs,Pancreas,,Beta cells,SH3GL2,
Mm Hs,Pancreas,,Beta cells,ADCYAP1,
Hs,Pancreas,,Beta cells,SCGB2A1,
Mm Hs,Pancreas,,Beta cells,CASR,
Mm Hs,Pancreas,,Beta cells,MAFB,
Mm Hs,Pancreas,,Beta cells,PAX6,
Mm Hs,Pancreas,,Beta cells,NEUROD1,
Mm Hs,Pancreas,,Beta cells,ISL1,
Mm Hs,Pancreas,,Beta cells,TGFBR3,
Mm Hs,Pancreas,,Beta cells,SMAD9,
Mm Hs,Pancreas,,Beta cells,SIX3,
Mm Hs,Pancreas,,Beta cells,SIX2,
Mm Hs,Pancreas,,Beta cells,BMP5,
Mm Hs,Pancreas,,Beta cells,PIR,
Mm Hs,Pancreas,,Beta cells,STXBP5,
Mm Hs,Pancreas,,Beta cells,DLK1,
Mm Hs,Pancreas,,Beta cells,MEG3,
Mm Hs,Pancreas,,Beta cells,RGS16,
Mm Hs,Brain,,Cajal-Retzius cells,RELN,
Mm Hs,Brain,,Cajal-Retzius cells,DIABLO,
Mm Hs,Brain,,Cajal-Retzius cells,ST3GAL5,
Mm Hs,Brain,,Cajal-Retzius cells,ISOC1,
Mm Hs,Brain,,Cajal-Retzius cells,SMOC2,
Mm Hs,Brain,,Cajal-Retzius cells,DYNC1I1,
Mm Hs,Brain,,Cajal-Retzius cells,NHLH2,
Mm Hs,Brain,,Cajal-Retzius cells,CLSTN2,
Mm Hs,Brain,,Cajal-Retzius cells,TMEM163,
Mm Hs,Brain,,Cajal-Retzius cells,CACNA2D2,
Mm Hs,Brain,,Cajal-Retzius cells,CIB2,
Mm,Brain,,Cajal-Retzius cells,LHX1OS,
Mm Hs,Brain,,Cajal-Retzius cells,NDNF,
Mm Hs,Brain,,Cajal-Retzius cells,LINGO1,
Mm Hs,Brain,,Cajal-Retzius cells,LNPK,
Mm Hs,Brain,,Cajal-Retzius cells,RNF138,
Mm Hs,Brain,,Cajal-Retzius cells,TMEM170B,
Mm Hs,Brain,,Cajal-Retzius cells,ABCC5,
Mm Hs,Brain,,Cajal-Retzius cells,CNRIP1,
Mm Hs,Brain,,Cajal-Retzius cells,EBF3,
Mm Hs,Brain,,Cajal-Retzius cells,FUT9,
Mm Hs,Brain,,Cajal-Retzius cells,PABPN1,
Mm Hs,Brain,,Cajal-Retzius cells,GNL3L,
Mm Hs,Brain,,Cajal-Retzius cells,NUDT2,
Mm Hs,Brain,,Cajal-Retzius cells,SLC25A46,
Mm Hs,Brain,,Cajal-Retzius cells,NSMCE3,
Mm Hs,Brain,,Cajal-Retzius cells,DACH1,
Mm Hs,Brain,,Cajal-Retzius cells,FAM69B,
Mm Hs,Brain,,Cajal-Retzius cells,HOMER2,
Mm Hs,Brain,,Cajal-Retzius cells,MAP9,
Mm Hs,Brain,,Cajal-Retzius cells,DNM3,
Mm Hs,Brain,,Cajal-Retzius cells,LZTFL1,
Mm Hs,Brain,,Cajal-Retzius cells,FSD1,
Mm Hs,Brain,,Cajal-Retzius cells,TCEAL1,
Mm Hs,Brain,,Cajal-Retzius cells,RAB11FIP2,
Mm Hs,Brain,,Cajal-Retzius cells,BARHL2,
Mm Hs,Brain,,Cajal-Retzius cells,TRIM44,
Mm Hs,Brain,,Cajal-Retzius cells,SLC17A6,
Mm Hs,Brain,,Cajal-Retzius cells,B3GALT1,
Mm Hs,Brain,,Cajal-Retzius cells,SLITRK5,
Mm Hs,Brain,,Cajal-Retzius cells,ERC2,
Mm Hs,Brain,,Cajal-Retzius cells,NBEA,
Mm Hs,Brain,,Cajal-Retzius cells,SLC25A36,
Mm Hs,Brain,,Cajal-Retzius cells,ZDBF2,
Mm Hs,Brain,,Cajal-Retzius cells,MAPK8,
Mm Hs,Brain,,Cajal-Retzius cells,GDF5,
Mm Hs,Brain,,Cajal-Retzius cells,ACHE,
Mm Hs,Brain,,Cajal-Retzius cells,CCM2,
Mm Hs,Brain,,Cajal-Retzius cells,WRAP73,
None,Brain,,Cajal-Retzius cells,FAM65B,
Mm Hs,Brain,,Cajal-Retzius cells,NRG1,
Mm Hs,Brain,,Cajal-Retzius cells,ATP13A2,
Mm Hs,Brain,,Cajal-Retzius cells,CNTNAP2,
Mm Hs,Brain,,Cajal-Retzius cells,PNOC,
Mm Hs,Brain,,Cajal-Retzius cells,LHX1,
Mm Hs,Brain,,Cajal-Retzius cells,LINGO2,
Mm Hs,Brain,,Cajal-Retzius cells,FAT3,
Mm Hs,Brain,,Cajal-Retzius cells,SRGAP3,
Mm Hs,Brain,,Cajal-Retzius cells,CDH4,
Mm Hs,Brain,,Cajal-Retzius cells,FLRT3,
Mm Hs,Brain,,Cajal-Retzius cells,EDIL3,
Mm,Brain,,Cajal-Retzius cells,CAR10,
Mm Hs,Brain,,Cajal-Retzius cells,ZCCHC12,
Mm Hs,Brain,,Cajal-Retzius cells,RALGPS2,
Mm Hs,Brain,,Cajal-Retzius cells,FAM196A,
Mm Hs,Brain,,Cajal-Retzius cells,SMAD1,
Mm Hs,Brain,,Cajal-Retzius cells,TBR1,
Mm Hs,Brain,,Cajal-Retzius cells,KCNH7,
Mm Hs,Brain,,Cajal-Retzius cells,LHX5,
Mm Hs,Brain,,Cajal-Retzius cells,CALB2,
Mm Hs,Brain,,Cajal-Retzius cells,EMX2,
Mm Hs,Brain,,Cajal-Retzius cells,ZIC2,
Mm Hs,Brain,,Cajal-Retzius cells,WNT7B,
Mm Hs,Brain,,Cajal-Retzius cells,AATF,
Mm Hs,Brain,,Cajal-Retzius cells,NANOS1,
Mm Hs,Brain,,Cajal-Retzius cells,TBCK,
Mm Hs,Brain,,Cajal-Retzius cells,RGMB,
Mm Hs,Brain,,Cajal-Retzius cells,DACT1,
Mm,Brain,,Cajal-Retzius cells,TRP73,
Mm Hs,Brain,,Cajal-Retzius cells,EOMES,
Mm Hs,Brain,,Cajal-Retzius cells,CNR1,
Hs,Brain,,Cajal-Retzius cells,HAR1A,
Mm Hs,Heart,,Cardiac stem and precursor cells,MYH6,
Mm Hs,Heart,,Cardiac stem and precursor cells,WT1,
Mm Hs,Heart,,Cardiac stem and precursor cells,TBX18,
Mm Hs,Heart,,Cardiac stem and precursor cells,FUT4,
Hs,Heart,,Cardiac stem and precursor cells,KITLG,
Mm Hs,Heart,,Cardiac stem and precursor cells,NKX2-5,
Mm Hs,Heart,,Cardiac stem and precursor cells,ISL1,
Mm Hs,Heart,,Cardiac stem and precursor cells,GATA4,
Mm Hs,Heart,,Cardiac stem and precursor cells,ETV2,
Mm Hs,Heart,,Cardiac stem and precursor cells,KIT,
Mm Hs,Heart,,Cardiac stem and precursor cells,ABCG2,
Mm Hs,Heart,,Cardiac stem and precursor cells,MESP1,
Mm Hs,Heart,,Cardiac stem and precursor cells,BMP4,
Mm Hs,Heart,,Cardiac stem and precursor cells,ADGRL2,
Mm Hs,Heart,,Cardiac stem and precursor cells,TBX3,
Mm Hs,Heart,,Cardiac stem and precursor cells,TBX4,
Mm Hs,Heart,,Cardiac stem and precursor cells,WNT5A,
Mm Hs,Heart,,Cardiac stem and precursor cells,ANKRD1,
Mm Hs,Heart,,Cardiomyocytes,TNNC1,
Mm Hs,Heart,,Cardiomyocytes,ADM,
Mm Hs,Heart,,Cardiomyocytes,ALCAM ,
Mm Hs,Heart,,Cardiomyocytes,NPPA,
Mm Hs,Heart,,Cardiomyocytes,FGF2,
Mm Hs,Heart,,Cardiomyocytes,NPPB,
Mm Hs,Heart,,Cardiomyocytes,TNNI3,
Mm Hs,Heart,,Cardiomyocytes,TNNT2,
Mm Hs,Heart,,Cardiomyocytes,ANKRD1,
Mm Hs,Heart,,Cardiomyocytes,NPPC,
Mm Hs,Heart,,Cardiomyocytes,DES,
Mm Hs,Heart,,Cardiomyocytes,HAND2,
Mm Hs,Heart,,Cardiomyocytes,HAND1,
Mm Hs,Heart,,Cardiomyocytes,GATA4,
Mm Hs,Heart,,Cardiomyocytes,GATA6,
Mm Hs,Heart,,Cardiomyocytes,MYL2,
Mm Hs,Heart,,Cardiomyocytes,NKX2-5,
Mm Hs,Heart,,Cardiomyocytes,PNMT,
Mm Hs,Heart,,Cardiomyocytes,ACTA1,
Mm Hs,Heart,,Cardiomyocytes,CD36,
Mm Hs,Heart,,Cardiomyocytes,RBM20,
Mm Hs,Heart,,Cardiomyocytes,VLDLR,
Mm Hs,Heart,,Cardiomyocytes,ALPK3,
Mm Hs,Heart,,Cardiomyocytes,RBM24,
Mm Hs,Heart,,Cardiomyocytes,FABP4,
Mm Hs,Heart,,Cardiomyocytes,CKMT2,
Mm Hs,Heart,,Cardiomyocytes,SPEG,
Mm Hs,Heart,,Cardiomyocytes,MYH7B,
Mm Hs,Heart,,Cardiomyocytes,MYOM2,
Mm Hs,Heart,,Cardiomyocytes,MYOM1,
Mm,Heart,,Cardiomyocytes,COX8B,
Mm Hs,Heart,,Cardiomyocytes,PDLIM5,
Mm Hs,Heart,,Cardiomyocytes,MYH7,
Mm Hs,Heart,,Cardiomyocytes,PLN,
Mm Hs,Heart,,Cardiomyocytes,TCAP,
